adsh,cik,countryinc,filed,form,fy,name,period,Assets,EarningsPerShareBasic,Liabilities,NetIncomeLoss,StockholdersEquity,WeightedAverageNumberOfSharesOutstandingBasic,ticker,sector,stock_price,next_period,next_period_price
0000950123-10-070376,935036,US,2010-07-30,10-Q,2010.0,"ACI WORLDWIDE, INC.",2010-06-30,552516000.0,0.0,335249000.0,-150000.0,217267000.0,33500000.0,ACIW,TECHNOLOGY,6.49,2010-09-30,7.463
0000950123-10-070416,1019849,US,2010-07-30,10-Q,2010.0,"PENSKE AUTOMOTIVE GROUP, INC.",2010-06-30,3838663000.0,0.32,2876929000.0,29441000.0,958053000.0,92142000.0,PAG,CONSUMER DURABLES,11.36,2010-09-30,13.2
0000950123-10-070420,906345,US,2010-07-30,10-Q,2010.0,CAMDEN PROPERTY TRUST,2010-06-30,4594980000.0,0.03,2835477000.0,,1586776000.0,68090000.0,CPT,CONSUMER SERVICES,40.85,2010-09-30,47.97
0000950123-10-070485,89089,US,2010-07-30,10-Q,2010.0,SERVICE CORPORATION INTERNATIONAL,2010-06-30,8806027000.0,0.16,,40285000.0,1483608000.0,251763000.0,SCI,CONSUMER SERVICES,7.4,2010-09-30,8.62
0000950123-10-070500,311094,US,2010-07-30,10-Q,2010.0,WESTAMERICA BANCORPORATION,2010-06-30,4727086000.0,0.81,4199405000.0,23561000.0,527681000.0,29207000.0,WABC,FINANCE,52.52,2010-09-30,54.49
0000950123-10-071644,74208,US,2010-08-03,10-Q,2010.0,"UDR, INC.",2010-06-30,5079369000.0,-0.18,3592507000.0,-26621000.0,1369489000.0,160886000.0,UDR,CONSUMER SERVICES,19.13,2010-09-30,21.12
0000950123-10-072372,1230245,US,2010-08-04,10-Q,2010.0,PIPER JAFFRAY COMPANIES,2010-06-30,2003552000.0,0.36,1186527000.0,7378000.0,817025000.0,15901000.0,PJC,FINANCE,32.22,2010-09-30,29.13
0000950123-10-072660,1163165,US,2010-08-05,10-Q,2010.0,CONOCOPHILLIPS,2010-06-30,151456000000.0,2.79,85511000000.0,4164000000.0,65371000000.0,1489814000.0,COP,ENERGY,37.422,2010-09-30,43.78
0000950123-10-073401,790816,US,2010-08-05,10-Q,2010.0,BRANDYWINE REALTY TRUST,2010-06-30,4617184000.0,-0.06,2696177000.0,-5441000.0,1883222000.0,131510924.0,BDN,CONSUMER SERVICES,10.75,2010-09-30,12.25
0000950123-10-073823,921112,US,2010-08-06,10-Q,2010.0,LIBERTY PROPERTY TRUST,2010-06-30,4953092000.0,0.3,2501966000.0,,2093297000.0,112644000.0,LPT,CONSUMER SERVICES,28.85,2010-09-30,31.9
0000950123-10-073926,1364885,US,2010-08-06,10-Q,2010.0,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",2010-06-30,4543000000.0,0.4,,55100000.0,1699300000.0,,SPR,CAPITAL GOODS,19.06,2010-09-30,19.93
0000950123-10-073989,1171486,US,2010-08-06,10-Q,2010.0,NATURAL RESOURCE PARTNERS LP,2010-06-30,1622282000.0,,,41610000.0,,,NRP,ENERGY,236.4,2010-09-30,267.8
0000950123-10-074084,1296445,US,2010-08-06,10-Q,2010.0,"ORMAT TECHNOLOGIES, INC.",2010-06-30,1940759000.0,,1033680000.0,-1437000.0,902466000.0,45431000.0,ORA,PUBLIC UTILITIES,28.29,2010-09-30,29.17
0000950123-10-074128,7789,US,2010-08-06,10-Q,2010.0,ASSOCIATED BANC-CORP,2010-06-30,22760059000.0,-0.06,19573932000.0,-2779000.0,3186127000.0,172921000.0,ASB,FINANCE,12.26,2010-09-30,13.19
0000950123-10-074254,19617,US,2010-08-06,10-Q,2010.0,J P MORGAN CHASE & CO,2010-06-30,2014019000000.0,1.1,1842899000000.0,4795000000.0,171120000000.0,3983500000.0,JPM,FINANCE,36.61,2010-09-30,38.06
0000950123-10-074532,789570,US,2010-08-09,10-Q,2010.0,MGM RESORTS INTERNATIONAL,2010-06-30,19987547000.0,-2.0,,-883476000.0,2849158000.0,,MGM,CONSUMER SERVICES,9.64,2010-09-30,11.28
0000950123-10-074862,912562,US,2010-08-09,10-Q,2010.0,"GIBRALTAR INDUSTRIES, INC.",2010-06-30,903830000.0,0.12,,3481000.0,508406000.0,30297000.0,ROCK,CAPITAL GOODS,10.1,2010-09-30,8.98
0000950123-10-075142,1002517,US,2010-08-09,10-Q,2010.0,"NUANCE COMMUNICATIONS, INC.",2010-06-30,3630904000.0,-0.01,1435723000.0,-1530000.0,2195181000.0,291610000.0,NUAN,TECHNOLOGY,14.95,2010-09-30,15.64
0000950123-10-076076,200406,US,2010-08-11,10-Q,2010.0,JOHNSON & JOHNSON,2010-06-30,92300000000.0,1.25,39449000000.0,,,2756600000.0,JNJ,HEALTH CARE,59.06,2010-09-30,61.96
0000950123-10-076168,8818,US,2010-08-11,10-Q,2010.0,AVERY DENNISON CORPORATION,2010-06-30,5037500000.0,0.79,,83800000.0,1409400000.0,105600000.0,AVY,CONSUMER DURABLES,32.13,2010-09-30,37.12
0001014739-10-000025,1014739,US,2010-08-03,10-Q,2010.0,"BIOSCRIP, INC.",2010-06-30,718706000.0,0.06,457051000.0,3128000.0,261655000.0,53310.0,BIOS,HEALTH CARE,5.24,2010-09-30,5.16
0001047469-10-006743,891103,US,2010-07-29,10-Q,2010.0,IAC/INTERACTIVECORP,2010-06-30,3714912000.0,0.12,,13591000.0,,,IAC,CONSUMER SERVICES,21.97,2010-09-30,26.27
0001047469-10-007028,827052,US,2010-08-05,10-Q,2010.0,EDISON INTERNATIONAL,2010-06-30,43055000000.0,1.05,31960000000.0,344000000.0,,326000000.0,EIX,PUBLIC UTILITIES,31.72,2010-09-30,34.39
0001047469-10-007131,1324404,US,2010-08-06,10-Q,2010.0,"CF INDUSTRIES HOLDINGS, INC.",2010-06-30,8595300000.0,1.56,,105100000.0,3771000000.0,67400000.0,CF,BASIC INDUSTRIES,12.69,2010-09-30,19.1
0001104659-10-040690,860546,US,2010-07-30,10-Q,2010.0,CORPORATE OFFICE PROPERTIES TRUST,2010-06-30,3467283000.0,0.07,2355717000.0,8466000.0,1019545000.0,,OFC,CONSUMER SERVICES,37.76,2010-09-30,37.31
0001104659-10-041117,1075415,US,2010-08-02,10-Q,2010.0,SENIOR HOUSING PROPERTIES TRUST,2010-06-30,2993227000.0,0.19,1130668000.0,,,127408000.0,SNH,CONSUMER SERVICES,20.11,2010-09-30,23.5
0001104659-10-041272,765880,US,2010-08-03,10-Q,2010.0,"HCP, INC.",2010-06-30,12244643000.0,0.27,5951323000.0,85101000.0,6112203000.0,294880000.0,HCP,CONSUMER SERVICES,29.372,2010-09-30,32.769
0001104659-10-041333,1055160,US,2010-08-03,10-Q,2010.0,"MFA FINANCIAL, INC.",2010-06-30,8684334000.0,0.16,6456177000.0,,,,MFA,CONSUMER SERVICES,7.4,2010-09-30,7.63
0001104659-10-041801,1168054,US,2010-08-04,10-Q,2010.0,CIMAREX ENERGY CO,2010-06-30,3870633000.0,,,,,,XEC,ENERGY,71.58,2010-09-30,66.18
0001104659-10-041816,1126328,US,2010-08-04,10-Q,2010.0,PRINCIPAL FINANCIAL GROUP INC,2010-06-30,136596500000.0,0.42,127524800000.0,142300000.0,8929500000.0,320100000.0,PFG,FINANCE,23.44,2010-09-30,25.92
0001104659-10-042282,1800,US,2010-08-05,10-Q,2010.0,ABBOTT LABORATORIES,2010-06-30,53381402000.0,0.83,,,19911709000.0,1544415000.0,ABT,HEALTH CARE,22.445,2010-09-30,25.065
0001104659-10-042335,1289419,US,2010-08-05,10-Q,2010.0,"MORNINGSTAR, INC.",2010-06-30,962526000.0,0.37,246460000.0,18002000.0,715100000.0,49234000.0,MORN,FINANCE,42.52,2010-09-30,44.56
0001104659-10-043037,945394,US,2010-08-09,10-Q,2010.0,HOSPITALITY PROPERTIES TRUST,2010-06-30,5327894000.0,0.13,2301884000.0,,,123389000.0,HPT,CONSUMER SERVICES,21.1,2010-09-30,22.33
0001104659-10-043216,750004,US,2010-08-09,10-Q,2010.0,SCIENTIFIC GAMES CORP,2010-06-30,2200697000.0,-0.05,1645340000.0,-4343000.0,,,SGMS,TECHNOLOGY,9.2,2010-09-30,9.69
0001140361-10-030670,1357615,US,2010-07-29,10-Q,2010.0,"KBR, INC.",2010-06-30,5647000000.0,,3263000000.0,,2382000000.0,160000000.0,KBR,BASIC INDUSTRIES,20.34,2010-09-30,24.64
0001140361-10-032351,36047,US,2010-08-09,10-Q,2010.0,"CORELOGIC, INC.",2010-06-30,3578673000.0,0.22,2013459000.0,24410000.0,1565487000.0,108936.0,CLGX,TECHNOLOGY,17.66,2010-09-30,19.16
0001144204-10-041613,857737,US,2010-08-05,10-Q,2010.0,"ICONIX BRAND GROUP, INC.",2010-06-30,1882810000.0,0.34,811819000.0,24541000.0,973736000.0,72169000.0,ICON,CONSUMER NON-DURABLES,14.37,2010-09-30,17.5
0001157523-10-004848,1043219,US,2010-08-06,10-Q,2010.0,ANNALY CAPITAL MANAGEMENT INC,2010-06-30,73507984000.0,-0.4,63812050000.0,-218229000.0,9632836000.0,559700836.0,NLY,CONSUMER SERVICES,17.15,2010-09-30,17.6
0001188112-10-001988,1283630,US,2010-08-04,10-Q,2010.0,AMERICAN CAMPUS COMMUNITIES INC,2010-06-30,2150900000.0,0.01,1242484000.0,768000.0,869885000.0,52335642.0,ACC,CONSUMER SERVICES,27.29,2010-09-30,30.44
0001193125-10-162841,1053532,US,2010-07-21,10-Q,2010.0,LASALLE HOTEL PROPERTIES,2010-06-30,2109204000.0,0.11,718976000.0,14679000.0,1387576000.0,69296793.0,LHO,CONSUMER SERVICES,20.57,2010-09-30,23.39
0001193125-10-166851,1070750,US,2010-07-27,10-Q,2010.0,"HOST HOTELS & RESORTS, INC.",2010-06-30,11957000000.0,,5738000000.0,19000000.0,6029000000.0,,HST,CONSUMER SERVICES,13.48,2010-09-30,14.48
0001193125-10-167169,54480,US,2010-07-27,10-Q,2010.0,KANSAS CITY SOUTHERN,2010-06-30,5546000000.0,0.35,2927200000.0,37400000.0,2337100000.0,99907000.0,KSU,TRANSPORTATION,36.35,2010-09-30,37.41
0001193125-10-168022,1390844,US,2010-07-28,10-Q,2010.0,WABCO HOLDINGS INC.,2010-06-30,1672500000.0,-5.68,1400000000.0,-365400000.0,229600000.0,64386231.0,WBC,CAPITAL GOODS,31.48,2010-09-30,41.94
0001193125-10-170516,882104,US,2010-07-29,10-Q,2010.0,"PDL BIOPHARMA, INC.",2010-06-30,271531000.0,,706389000.0,50138000.0,-434858000.0,119536000.0,PDLI,HEALTH CARE,5.62,2010-09-30,5.26
0001193125-10-171844,1276520,US,2010-07-30,10-Q,2010.0,GENWORTH FINANCIAL INC,2010-06-30,110352000000.0,0.09,95305000000.0,42000000.0,13931000000.0,489100000.0,GNW,FINANCE,13.07,2010-09-30,12.22
0001193125-10-172157,768899,US,2010-07-30,10-Q,2010.0,"TRUEBLUE, INC.",2010-06-30,529459000.0,0.18,235268000.0,7921000.0,294191000.0,43223000.0,TBI,TECHNOLOGY,11.19,2010-09-30,13.65
0001193125-10-172477,1403161,US,2010-08-02,10-Q,2010.0,VISA INC.,2010-06-30,32696000000.0,,8016000000.0,716000000.0,24676000000.0,,V,MISCELLANEOUS,17.688,2010-09-30,18.565
0001193125-10-176490,5513,US,2010-08-04,10-Q,2010.0,UNUM GROUP,2010-06-30,56792200000.0,0.63,47920500000.0,209700000.0,8871700000.0,331236800.0,UNM,FINANCE,21.7,2010-09-30,22.15
0001193125-10-177292,34903,US,2010-08-04,10-Q,2010.0,FEDERAL REALTY INVESTMENT TRUST,2010-06-30,3103645000.0,0.5,1909240000.0,31114000.0,1163118000.0,,FRT,CONSUMER SERVICES,70.27,2010-09-30,81.66
0001193125-10-177607,1124610,US,2010-08-05,10-Q,2010.0,"VMWARE, INC.",2010-06-30,5797161000.0,0.18,2491523000.0,74538000.0,3305638000.0,407931000.0,VMW,TECHNOLOGY,62.59,2010-09-30,84.94
0001193125-10-178455,1339947,US,2010-08-05,10-Q,2010.0,VIACOM INC.,2010-06-30,21801000000.0,0.69,,420000000.0,9139000000.0,607900000.0,VIA,CONSUMER SERVICES,35.66,2010-09-30,40.09
0001193125-10-178651,906107,US,2010-08-05,10-Q,2010.0,EQUITY RESIDENTIAL,2010-06-30,15625272000.0,0.02,10315672000.0,9961000.0,4877178000.0,282217000.0,EQR,CONSUMER SERVICES,41.64,2010-09-30,47.57
0001193125-10-178677,1110805,US,2010-08-05,10-Q,2010.0,NUSTAR ENERGY L.P.,2010-06-30,5050666000.0,,,99422000.0,,,NS,ENERGY,57.39,2010-09-30,61.73
0001193125-10-178703,1223786,US,2010-08-05,10-Q,2010.0,"NUSTAR GP HOLDINGS, LLC",2010-06-30,612417000.0,0.73,,30886000.0,,42514494.0,NSH,ENERGY,30.76,2010-09-30,33.92
0001193125-10-178796,1315257,US,2010-08-05,10-Q,2010.0,KOPPERS HOLDINGS INC.,2010-06-30,631900000.0,0.78,568200000.0,16100000.0,53100000.0,20558000.0,KOP,BASIC INDUSTRIES,22.48,2010-09-30,26.87
0001193125-10-180509,723612,US,2010-08-06,10-Q,2010.0,"AVIS BUDGET GROUP, INC.",2010-06-30,11698000000.0,,,,,,CAR,CONSUMER SERVICES,9.82,2010-09-30,11.65
0001193125-10-180706,1047862,US,2010-08-06,10-Q,2010.0,CONSOLIDATED EDISON INC,2010-06-30,34389000000.0,0.65,,186000000.0,10593000000.0,282000000.0,ED,PUBLIC UTILITIES,43.1,2010-09-30,48.22
0001193125-10-181102,1156375,US,2010-08-06,10-Q,2010.0,CME GROUP INC.,2010-06-30,34258900000.0,4.13,14807500000.0,270700000.0,19383500000.0,65582000.0,CME,FINANCE,56.31,2010-09-30,52.09
0001193125-10-181187,104894,US,2010-08-06,10-Q,2010.0,WASHINGTON REAL ESTATE INVESTMENT TRUST,2010-06-30,2066840000.0,0.24,1274545000.0,14994000.0,788502000.0,61171000.0,WRE,,27.59,2010-09-30,31.73
0001193125-10-181285,714310,US,2010-08-06,10-Q,2010.0,VALLEY NATIONAL BANCORP,2010-06-30,14112481000.0,0.21,12843814000.0,33010000.0,1268667000.0,160961240.0,VLY,FINANCE,12.354,2010-09-30,11.701
0001193125-10-181321,918646,US,2010-08-06,10-Q,2010.0,EAGLE MATERIALS INC,2010-06-30,1008889000.0,0.24,555783000.0,10527000.0,453106000.0,43832372.0,EXP,CAPITAL GOODS,25.93,2010-09-30,23.7
0001193125-10-182410,716133,US,2010-08-09,10-Q,2010.0,CINCINNATI BELL INC,2010-06-30,2602900000.0,0.03,3227800000.0,9600000.0,-624900000.0,201000000.0,CBB,PUBLIC UTILITIES,15.05,2010-09-30,13.35
0001193125-10-182725,35527,US,2010-08-09,10-Q,2010.0,FIFTH THIRD BANCORP,2010-06-30,112025000000.0,0.16,98324000000.0,192000000.0,13701000000.0,791000000.0,FITB,FINANCE,12.29,2010-09-30,12.03
0001193125-10-182812,896262,US,2010-08-09,10-Q,2010.0,AMEDISYS INC,2010-06-30,1269220000.0,,441699000.0,32202000.0,826189000.0,28106000.0,AMED,HEALTH CARE,43.98,2010-09-30,23.8
0001193125-10-183054,1378946,US,2010-08-09,10-Q,2010.0,"PEOPLE'S UNITED FINANCIAL, INC.",2010-06-30,21950300000.0,0.04,16537000000.0,16000000.0,5413300000.0,358100000.0,PBCT,FINANCE,13.5,2010-09-30,13.09
0001193125-10-183151,1276187,US,2010-08-09,10-Q,2010.0,"ENERGY TRANSFER EQUITY, L.P.",2010-06-30,16361954000.0,,,19268000.0,,,ETE,PUBLIC UTILITIES,8.438,2010-09-30,9.28
0001193125-10-183448,712515,US,2010-08-09,10-Q,2010.0,ELECTRONIC ARTS INC.,2010-06-30,4245000000.0,0.29,1493000000.0,96000000.0,2752000000.0,328000000.0,EA,TECHNOLOGY,14.4,2010-09-30,16.45
0001193125-10-186111,1289308,US,2010-08-11,10-Q,2010.0,ENERSYS,2010-06-30,1600292000.0,0.47,820787000.0,23027000.0,775100000.0,48819481.0,ENS,CONSUMER NON-DURABLES,21.37,2010-09-30,24.97
0001193125-10-187014,105319,US,2010-08-12,10-Q,2010.0,WEIGHT WATCHERS INTERNATIONAL INC,2010-06-30,1090056000.0,0.73,1783595000.0,56306000.0,-698440000.0,76751000.0,WTW,CONSUMER SERVICES,25.69,2010-09-30,31.19
0001224608-10-000039,1224608,US,2010-08-06,10-Q,2010.0,"CNO FINANCIAL GROUP, INC.",2010-06-30,31220800000.0,0.13,27038000000.0,33100000.0,4182800000.0,250994000.0,CNO,FINANCE,4.95,2010-09-30,5.54
0001274494-10-000029,1274494,US,2010-08-02,10-Q,2010.0,"FIRST SOLAR, INC.",2010-06-30,3631315000.0,1.87,619069000.0,159043000.0,3012246000.0,84852000.0,FSLR,TECHNOLOGY,113.83,2010-09-30,147.35
0001279363-10-000059,1279363,US,2010-08-09,10-Q,2010.0,"WELLCARE HEALTH PLANS, INC.",2010-06-30,1965801000.0,-3.05,1209917000.0,-128871000.0,755884000.0,,WCG,HEALTH CARE,23.74,2010-09-30,28.96
0001320695-10-000010,1320695,US,2010-08-06,10-Q,2010.0,"TREEHOUSE FOODS, INC.",2010-06-30,2168231000.0,0.62,1265779000.0,21652000.0,902452000.0,34814000.0,THS,CONSUMER NON-DURABLES,45.66,2010-09-30,46.1
0001332349-10-000028,1332349,US,2010-08-06,10-Q,2010.0,BROOKDALE SENIOR LIVING INC.,2010-06-30,4598044000.0,,3524567000.0,-9557000.0,1073477000.0,119721000.0,BKD,HEALTH CARE,15.0,2010-09-30,16.31
0001393311-10-000021,1393311,US,2010-08-09,10-Q,2010.0,PUBLIC STORAGE,2010-06-30,9569513000.0,,825034000.0,125038000.0,8598390000.0,168804000.0,PSA,CONSUMER SERVICES,87.91,2010-09-30,97.04
0001437749-10-002582,353944,US,2010-08-12,10-Q,2010.0,INTERNATIONAL GAME TECHNOLOGY,2010-06-30,4085600000.0,0.31,2876200000.0,,1210300000.0,297000000.0,IGT,CONSUMER SERVICES,15.7,2010-09-30,14.45
0000073887-10-000114,73887,US,2010-11-05,10-Q,2010.0,BRISTOW GROUP INC,2010-09-30,2606925000.0,1.07,,38880000.0,1426445000.0,,BRS,TRANSPORTATION,36.08,2010-12-31,47.35
0000732717-10-000091,732717,US,2010-11-05,10-Q,2010.0,AT&T INC.,2010-09-30,269252000000.0,2.09,,12339000000.0,,,T,PUBLIC UTILITIES,28.6,2010-12-31,29.38
0000899689-10-000045,899689,US,2010-11-02,10-Q,2010.0,VORNADO REALTY TRUST,2010-09-30,20634128000.0,0.52,12729131000.0,104252000.0,6041092000.0,182462000.0,VNO,CONSUMER SERVICES,62.574,2010-12-31,60.965
0000950123-10-094313,1057058,US,2010-10-20,10-Q,2010.0,"WASTE CONNECTIONS, INC.",2010-09-30,2824063000.0,0.53,1451179000.0,40986000.0,1368905000.0,77062885.0,WCN,PUBLIC UTILITIES,17.627,2010-12-31,18.353
0000950123-10-095292,48898,US,2010-10-22,10-Q,2010.0,HUBBELL INC,2010-09-30,2609200000.0,1.19,1176300000.0,71300000.0,1428900000.0,,HUBB,CAPITAL GOODS,50.75,2010-12-31,60.13
0000950123-10-097341,1359841,US,2010-10-28,10-Q,2010.0,HANESBRANDS INC.,2010-09-30,3755293000.0,0.64,3216766000.0,61312000.0,538527000.0,96496000.0,HBI,CONSUMER SERVICES,6.465,2010-12-31,6.35
0000950123-10-097447,89089,US,2010-10-28,10-Q,2010.0,SERVICE CORPORATION INTERNATIONAL,2010-09-30,8950497000.0,0.08,,18765000.0,1470460000.0,246214000.0,SCI,CONSUMER SERVICES,8.62,2010-12-31,8.25
0000950123-10-097940,935036,US,2010-10-29,10-Q,2010.0,"ACI WORLDWIDE, INC.",2010-09-30,581393000.0,0.07,354680000.0,2336000.0,226713000.0,33244000.0,ACIW,TECHNOLOGY,7.463,2010-12-31,8.957
0000950123-10-098121,1405495,US,2010-10-29,10-Q,2010.0,"INTERDIGITAL, INC.",2010-09-30,913663000.0,0.8,608317000.0,35515000.0,305346000.0,44076000.0,IDCC,MISCELLANEOUS,29.61,2010-12-31,41.64
0000950123-10-098286,311094,US,2010-11-01,10-Q,2010.0,WESTAMERICA BANCORPORATION,2010-09-30,4977871000.0,0.81,4436698000.0,23709000.0,541173000.0,29127000.0,WABC,FINANCE,54.49,2010-12-31,55.47
0000950123-10-099554,1163165,US,2010-11-02,10-Q,2010.0,CONOCOPHILLIPS,2010-09-30,155333000000.0,2.06,85416000000.0,3055000000.0,69361000000.0,1481522000.0,COP,ENERGY,43.78,2010-12-31,51.914
0000950123-10-099957,77776,US,2010-11-03,10-Q,2010.0,PHH CORP,2010-09-30,9462000000.0,-0.14,8057000000.0,-8000000.0,1376000000.0,,PHH,FINANCE,21.06,2010-12-31,23.15
0000950123-10-100176,1230245,US,2010-11-03,10-Q,2010.0,PIPER JAFFRAY COMPANIES,2010-09-30,2060790000.0,0.36,1256108000.0,7054000.0,804682000.0,15035000.0,PJC,FINANCE,29.13,2010-12-31,35.01
0000950123-10-100231,790816,US,2010-11-03,10-Q,2010.0,BRANDYWINE REALTY TRUST,2010-09-30,4824298000.0,-0.06,2826027000.0,-6437000.0,1867913000.0,132208245.0,BDN,CONSUMER SERVICES,12.25,2010-12-31,11.65
0000950123-10-100488,906107,US,2010-11-04,10-Q,2010.0,EQUITY RESIDENTIAL,2010-09-30,16086829000.0,0.08900000000000001,10865433000.0,28783000.0,4748623000.0,282717000.0,EQR,CONSUMER SERVICES,47.57,2010-12-31,51.95
0000950123-10-100687,1289848,US,2010-11-04,10-Q,2010.0,HURON CONSULTING GROUP INC.,2010-09-30,732784000.0,0.36,,7450000.0,349328000.0,20619000.0,HURN,CONSUMER SERVICES,21.99,2010-12-31,26.45
0000950123-10-100699,1013871,US,2010-11-04,10-Q,2010.0,"NRG ENERGY, INC.",2010-09-30,27419000000.0,0.88,18950000000.0,223000000.0,,252000000.0,NRG,PUBLIC UTILITIES,20.82,2010-12-31,19.54
0000950123-10-100826,912562,US,2010-11-04,10-Q,2010.0,"GIBRALTAR INDUSTRIES, INC.",2010-09-30,906954000.0,0.04,,1197000.0,514676000.0,30325000.0,ROCK,CAPITAL GOODS,8.98,2010-12-31,13.57
0000950123-10-100920,7789,US,2010-11-04,10-Q,2010.0,ASSOCIATED BANC-CORP,2010-09-30,22525286000.0,0.04,19324437000.0,14304000.0,3200849000.0,172989000.0,ASB,FINANCE,13.19,2010-12-31,15.15
0000950123-10-100995,1296445,US,2010-11-04,10-Q,2010.0,"ORMAT TECHNOLOGIES, INC.",2010-09-30,1964709000.0,,1025894000.0,32459000.0,934260000.0,45431000.0,ORA,PUBLIC UTILITIES,29.17,2010-12-31,29.58
0000950123-10-101033,1019849,US,2010-11-04,10-Q,2010.0,"PENSKE AUTOMOTIVE GROUP, INC.",2010-09-30,3975597000.0,0.33,2952816000.0,29977000.0,1018938000.0,92081000.0,PAG,CONSUMER DURABLES,13.2,2010-12-31,17.42
0000950123-10-101390,1171486,US,2010-11-05,10-Q,2010.0,NATURAL RESOURCE PARTNERS LP,2010-09-30,1603002000.0,,,40153000.0,,,NRP,ENERGY,267.8,2010-12-31,332.0
0000950123-10-101452,921112,US,2010-11-05,10-Q,2010.0,LIBERTY PROPERTY TRUST,2010-09-30,5086039000.0,0.31,2639063000.0,,2089720000.0,113077000.0,LPT,CONSUMER SERVICES,31.9,2010-12-31,31.92
0000950123-10-101538,906345,US,2010-11-05,10-Q,2010.0,CAMDEN PROPERTY TRUST,2010-09-30,4606735000.0,0.02,2843844000.0,,1591807000.0,69100000.0,CPT,CONSUMER SERVICES,47.97,2010-12-31,53.98
0000950123-10-101631,1364885,US,2010-11-05,10-Q,2010.0,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",2010-09-30,4647900000.0,0.33,,46400000.0,1760400000.0,,SPR,CAPITAL GOODS,19.93,2010-12-31,20.81
0000950123-10-101768,789570,US,2010-11-05,10-Q,2010.0,MGM RESORTS INTERNATIONAL,2010-09-30,19136372000.0,-0.72,,-317991000.0,2540371000.0,,MGM,CONSUMER SERVICES,11.28,2010-12-31,14.85
0000950123-10-102689,19617,US,2010-11-09,10-Q,2010.0,J P MORGAN CHASE & CO,2010-09-30,2141595000000.0,1.02,1967765000000.0,4418000000.0,173830000000.0,3954300000.0,JPM,FINANCE,38.06,2010-12-31,42.42
0000950123-10-103088,74208,US,2010-11-09,10-Q,2010.0,"UDR, INC.",2010-09-30,5477358000.0,-0.16,3684689000.0,-23766000.0,1672005000.0,165403000.0,UDR,CONSUMER SERVICES,21.12,2010-12-31,23.52
0000950123-10-103571,8818,US,2010-11-10,10-Q,2010.0,AVERY DENNISON CORPORATION,2010-09-30,5213200000.0,0.61,,64200000.0,1532000000.0,105800000.0,AVY,CONSUMER DURABLES,37.12,2010-12-31,42.34
0000950123-10-103817,200406,US,2010-11-10,10-Q,2010.0,JOHNSON & JOHNSON,2010-09-30,98247000000.0,1.24,40956000000.0,,,2751600000.0,JNJ,HEALTH CARE,61.96,2010-12-31,61.85
0000950123-10-108829,1103601,US,2010-11-24,10-K,2010.0,WGL HOLDINGS INC,2010-09-30,3643894000.0,,,,1153395000.0,,WGL,PUBLIC UTILITIES,37.78,2010-12-31,35.77
0000950123-10-109408,1002517,US,2010-11-29,10-K,2010.0,"NUANCE COMMUNICATIONS, INC.",2010-09-30,3769699000.0,,1472503000.0,,2297196000.0,,NUAN,TECHNOLOGY,15.64,2010-12-31,18.18
0001014739-10-000029,1014739,US,2010-11-03,10-Q,2010.0,"BIOSCRIP, INC.",2010-09-30,743881000.0,0.04,478066000.0,1965000.0,265815000.0,53425.0,BIOS,HEALTH CARE,5.16,2010-12-31,5.23
0001047469-10-008981,891103,US,2010-10-29,10-Q,2010.0,IAC/INTERACTIVECORP,2010-09-30,3612198000.0,0.17,,17509000.0,,,IAC,CONSUMER SERVICES,26.27,2010-12-31,28.7
0001047469-10-008982,827052,US,2010-10-29,10-Q,2010.0,EDISON INTERNATIONAL,2010-09-30,45566000000.0,1.56,34020000000.0,510000000.0,,326000000.0,EIX,PUBLIC UTILITIES,34.39,2010-12-31,38.6
0001047469-10-009305,1324404,US,2010-11-05,10-Q,2010.0,"CF INDUSTRIES HOLDINGS, INC.",2010-09-30,8617500000.0,0.68,,48200000.0,3863700000.0,71100000.0,CF,BASIC INDUSTRIES,19.1,2010-12-31,27.03
0001104659-10-054520,860546,US,2010-10-29,10-Q,2010.0,CORPORATE OFFICE PROPERTIES TRUST,2010-09-30,3737372000.0,0.08,2647644000.0,8832000.0,1001482000.0,,OFC,CONSUMER SERVICES,37.31,2010-12-31,34.95
0001104659-10-054995,1075415,US,2010-11-01,10-Q,2010.0,SENIOR HOUSING PROPERTIES TRUST,2010-09-30,2999712000.0,0.22,1146940000.0,,,127423000.0,SNH,CONSUMER SERVICES,23.5,2010-12-31,21.94
0001104659-10-055128,765880,US,2010-11-02,10-Q,2010.0,"HCP, INC.",2010-09-30,12245299000.0,0.05,5991515000.0,22655000.0,6064881000.0,309448.0,HCP,CONSUMER SERVICES,32.769,2010-12-31,33.506
0001104659-10-055541,1168054,US,2010-11-03,10-Q,2010.0,CIMAREX ENERGY CO,2010-09-30,4149694000.0,,,,,,XEC,ENERGY,66.18,2010-12-31,88.53
0001104659-10-055619,1289419,US,2010-11-03,10-Q,2010.0,"MORNINGSTAR, INC.",2010-09-30,1026197000.0,0.42,270771000.0,20787000.0,754426000.0,49401000.0,MORN,FINANCE,44.56,2010-12-31,53.08
0001104659-10-055895,1055160,US,2010-11-04,10-Q,2010.0,"MFA FINANCIAL, INC.",2010-09-30,8478004000.0,0.27,6187046000.0,,,,MFA,CONSUMER SERVICES,7.63,2010-12-31,8.16
