adsh,cik,name,ticker,sector,period,stock_price,next_period,next_period_price,beta,assets,earnings_per_share_basic,liabilities,net_income_loss,stockholders_equity,weighted_shares_outstanding_basic
0000950123-10-073989,1171486,NATURAL RESOURCE PARTNERS LP,NRP,ENERGY,2010-06-30,236.4,2010-09-30,267.8,1.2215539323089537,1622282000.0,,,41610000.0,,
0000950123-10-074084,1296445,"ORMAT TECHNOLOGIES, INC.",ORA,PUBLIC UTILITIES,2010-06-30,28.29,2010-09-30,29.17,1.1819572574312112,1940759000.0,,1033680000.0,-1437000.0,902466000.0,45431000.0
0000950123-10-074128,7789,ASSOCIATED BANC-CORP,ASB,FINANCE,2010-06-30,12.26,2010-09-30,13.19,1.3527520353204698,22760059000.0,-0.06,19573932000.0,-2779000.0,3186127000.0,172921000.0
0000950123-10-074254,19617,J P MORGAN CHASE & CO,JPM,FINANCE,2010-06-30,36.61,2010-09-30,38.06,1.2276572811764004,2014019000000.0,1.1,1842899000000.0,4795000000.0,171120000000.0,3983500000.0
0000950123-10-074532,789570,MGM RESORTS INTERNATIONAL,MGM,CONSUMER SERVICES,2010-06-30,9.64,2010-09-30,11.28,2.257526613894912,19987547000.0,-2.0,,-883476000.0,2849158000.0,
0000950123-10-074862,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,CAPITAL GOODS,2010-06-30,10.1,2010-09-30,8.98,2.3429572371643466,903830000.0,0.12,,3481000.0,508406000.0,30297000.0
0000950123-10-075142,1002517,"NUANCE COMMUNICATIONS, INC.",NUAN,TECHNOLOGY,2010-06-30,14.95,2010-09-30,15.64,1.3131031066294896,3630904000.0,-0.01,1435723000.0,-1530000.0,2195181000.0,291610000.0
0000950123-10-076076,200406,JOHNSON & JOHNSON,JNJ,HEALTH CARE,2010-06-30,59.06,2010-09-30,61.96,0.4093485143042855,92300000000.0,1.25,39449000000.0,,,2756600000.0
0000950123-10-076168,8818,AVERY DENNISON CORPORATION,AVY,CONSUMER DURABLES,2010-06-30,32.13,2010-09-30,37.12,1.1477578369122352,5037500000.0,0.79,,83800000.0,1409400000.0,105600000.0
0001014739-10-000025,1014739,"BIOSCRIP, INC.",BIOS,HEALTH CARE,2010-06-30,5.24,2010-09-30,5.16,1.4705238577311248,718706000.0,0.06,457051000.0,3128000.0,261655000.0,53310.0
0001047469-10-006743,891103,IAC/INTERACTIVECORP,IAC,CONSUMER SERVICES,2010-06-30,21.97,2010-09-30,26.27,0.8085972546316619,3714912000.0,0.12,,13591000.0,,
0001047469-10-007028,827052,EDISON INTERNATIONAL,EIX,PUBLIC UTILITIES,2010-06-30,31.72,2010-09-30,34.39,0.6915946445730949,43055000000.0,1.05,31960000000.0,344000000.0,,326000000.0
0001047469-10-007131,1324404,"CF INDUSTRIES HOLDINGS, INC.",CF,BASIC INDUSTRIES,2010-06-30,12.69,2010-09-30,19.1,1.2707556030523433,8595300000.0,1.56,,105100000.0,3771000000.0,67400000.0
0001104659-10-040690,860546,CORPORATE OFFICE PROPERTIES TRUST,OFC,CONSUMER SERVICES,2010-06-30,37.76,2010-09-30,37.31,1.1981208635657228,3467283000.0,0.07,2355717000.0,8466000.0,1019545000.0,
0001104659-10-041117,1075415,SENIOR HOUSING PROPERTIES TRUST,SNH,CONSUMER SERVICES,2010-06-30,20.11,2010-09-30,23.5,1.1871576256259884,2993227000.0,0.19,1130668000.0,,,127408000.0
0001104659-10-041272,765880,"HCP, INC.",HCP,CONSUMER SERVICES,2010-06-30,29.372,2010-09-30,32.769,1.3244355387354951,12244643000.0,0.27,5951323000.0,85101000.0,6112203000.0,294880000.0
0001104659-10-041333,1055160,"MFA FINANCIAL, INC.",MFA,CONSUMER SERVICES,2010-06-30,7.4,2010-09-30,7.63,0.7378294994538255,8684334000.0,0.16,6456177000.0,,,
0001104659-10-041801,1168054,CIMAREX ENERGY CO,XEC,ENERGY,2010-06-30,71.58,2010-09-30,66.18,1.3952970440832726,3870633000.0,,,,,
0001104659-10-041816,1126328,PRINCIPAL FINANCIAL GROUP INC,PFG,FINANCE,2010-06-30,23.44,2010-09-30,25.92,1.8390999430300587,136596500000.0,0.42,127524800000.0,142300000.0,8929500000.0,320100000.0
0001104659-10-042282,1800,ABBOTT LABORATORIES,ABT,HEALTH CARE,2010-06-30,22.445,2010-09-30,25.065,0.5028312217448789,53381402000.0,0.83,,,19911709000.0,1544415000.0
0001104659-10-042335,1289419,"MORNINGSTAR, INC.",MORN,FINANCE,2010-06-30,42.52,2010-09-30,44.56,0.4804412039028233,962526000.0,0.37,246460000.0,18002000.0,715100000.0,49234000.0
0001104659-10-043037,945394,HOSPITALITY PROPERTIES TRUST,HPT,CONSUMER SERVICES,2010-06-30,21.1,2010-09-30,22.33,1.5495952559126092,5327894000.0,0.13,2301884000.0,,,123389000.0
0001104659-10-043216,750004,SCIENTIFIC GAMES CORP,SGMS,TECHNOLOGY,2010-06-30,9.2,2010-09-30,9.69,1.039215238316866,2200697000.0,-0.05,1645340000.0,-4343000.0,,
0001140361-10-030670,1357615,"KBR, INC.",KBR,BASIC INDUSTRIES,2010-06-30,20.34,2010-09-30,24.64,1.1864465428566824,5647000000.0,,3263000000.0,,2382000000.0,160000000.0
0001140361-10-032351,36047,"CORELOGIC, INC.",CLGX,TECHNOLOGY,2010-06-30,17.66,2010-09-30,19.16,0.5710105450058949,3578673000.0,0.22,2013459000.0,24410000.0,1565487000.0,108936.0
0001144204-10-041613,857737,"ICONIX BRAND GROUP, INC.",ICON,CONSUMER NON-DURABLES,2010-06-30,14.37,2010-09-30,17.5,1.288415079390626,1882810000.0,0.34,811819000.0,24541000.0,973736000.0,72169000.0
0001157523-10-004848,1043219,ANNALY CAPITAL MANAGEMENT INC,NLY,CONSUMER SERVICES,2010-06-30,17.15,2010-09-30,17.6,0.5891973921407272,73507984000.0,-0.4,63812050000.0,-218229000.0,9632836000.0,559700836.0
0001188112-10-001988,1283630,AMERICAN CAMPUS COMMUNITIES INC,ACC,CONSUMER SERVICES,2010-06-30,27.29,2010-09-30,30.44,1.1637228485884752,2150900000.0,0.01,1242484000.0,768000.0,869885000.0,52335642.0
0001193125-10-162841,1053532,LASALLE HOTEL PROPERTIES,LHO,CONSUMER SERVICES,2010-06-30,20.57,2010-09-30,23.39,1.929526910711978,2109204000.0,0.11,718976000.0,14679000.0,1387576000.0,69296793.0
0001193125-10-166851,1070750,"HOST HOTELS & RESORTS, INC.",HST,CONSUMER SERVICES,2010-06-30,13.48,2010-09-30,14.48,1.946677281274978,11957000000.0,,5738000000.0,19000000.0,6029000000.0,
0001193125-10-167169,54480,KANSAS CITY SOUTHERN,KSU,TRANSPORTATION,2010-06-30,36.35,2010-09-30,37.41,1.4810751114350995,5546000000.0,0.35,2927200000.0,37400000.0,2337100000.0,99907000.0
0001193125-10-168022,1390844,WABCO HOLDINGS INC.,WBC,CAPITAL GOODS,2010-06-30,31.48,2010-09-30,41.94,1.692914659996395,1672500000.0,-5.68,1400000000.0,-365400000.0,229600000.0,64386231.0
0001193125-10-170516,882104,"PDL BIOPHARMA, INC.",PDLI,HEALTH CARE,2010-06-30,5.62,2010-09-30,5.26,0.8601037341129997,271531000.0,,706389000.0,50138000.0,-434858000.0,119536000.0
0001193125-10-171844,1276520,GENWORTH FINANCIAL INC,GNW,FINANCE,2010-06-30,13.07,2010-09-30,12.22,2.1734185313432346,110352000000.0,0.09,95305000000.0,42000000.0,13931000000.0,489100000.0
0001193125-10-172157,768899,"TRUEBLUE, INC.",TBI,TECHNOLOGY,2010-06-30,11.19,2010-09-30,13.65,1.5583283483880237,529459000.0,0.18,235268000.0,7921000.0,294191000.0,43223000.0
0001193125-10-172477,1403161,VISA INC.,V,MISCELLANEOUS,2010-06-30,17.688,2010-09-30,18.565,0.9160937473154844,32696000000.0,,8016000000.0,716000000.0,24676000000.0,
0001193125-10-176490,5513,UNUM GROUP,UNM,FINANCE,2010-06-30,21.7,2010-09-30,22.15,1.3687395277511452,56792200000.0,0.63,47920500000.0,209700000.0,8871700000.0,331236800.0
0001193125-10-177292,34903,FEDERAL REALTY INVESTMENT TRUST,FRT,CONSUMER SERVICES,2010-06-30,70.27,2010-09-30,81.66,1.2253730456866898,3103645000.0,0.5,1909240000.0,31114000.0,1163118000.0,
0001193125-10-177607,1124610,"VMWARE, INC.",VMW,TECHNOLOGY,2010-06-30,62.59,2010-09-30,84.94,1.154971216629169,5797161000.0,0.18,2491523000.0,74538000.0,3305638000.0,407931000.0
0001193125-10-178455,1339947,VIACOM INC.,VIA,CONSUMER SERVICES,2010-06-30,35.66,2010-09-30,40.09,1.0579861612045431,21801000000.0,0.69,,420000000.0,9139000000.0,607900000.0
0001193125-10-178651,906107,EQUITY RESIDENTIAL,EQR,CONSUMER SERVICES,2010-06-30,41.64,2010-09-30,47.57,1.625773884795734,15625272000.0,0.02,10315672000.0,9961000.0,4877178000.0,282217000.0
0001193125-10-178677,1110805,NUSTAR ENERGY L.P.,NS,ENERGY,2010-06-30,57.39,2010-09-30,61.73,0.6913775314237506,5050666000.0,,,99422000.0,,
0001193125-10-178703,1223786,"NUSTAR GP HOLDINGS, LLC",NSH,ENERGY,2010-06-30,30.76,2010-09-30,33.92,0.6890159434846287,612417000.0,0.73,,30886000.0,,42514494.0
0001193125-10-178796,1315257,KOPPERS HOLDINGS INC.,KOP,BASIC INDUSTRIES,2010-06-30,22.48,2010-09-30,26.87,1.1968791303397068,631900000.0,0.78,568200000.0,16100000.0,53100000.0,20558000.0
0001193125-10-180509,723612,"AVIS BUDGET GROUP, INC.",CAR,CONSUMER SERVICES,2010-06-30,9.82,2010-09-30,11.65,2.2200635928003725,11698000000.0,,,,,
0001193125-10-180706,1047862,CONSOLIDATED EDISON INC,ED,PUBLIC UTILITIES,2010-06-30,43.1,2010-09-30,48.22,0.5116448909846605,34389000000.0,0.65,,186000000.0,10593000000.0,282000000.0
0001193125-10-181102,1156375,CME GROUP INC.,CME,FINANCE,2010-06-30,56.31,2010-09-30,52.09,0.9881021360857256,34258900000.0,4.13,14807500000.0,270700000.0,19383500000.0,65582000.0
0001193125-10-181187,104894,WASHINGTON REAL ESTATE INVESTMENT TRUST,WRE,,2010-06-30,27.59,2010-09-30,31.73,1.2422415501479434,2066840000.0,0.24,1274545000.0,14994000.0,788502000.0,61171000.0
0001193125-10-181285,714310,VALLEY NATIONAL BANCORP,VLY,FINANCE,2010-06-30,12.354000000000001,2010-09-30,11.700999999999999,1.1441470408742187,14112481000.0,0.21,12843814000.0,33010000.0,1268667000.0,160961240.0
0001193125-10-181321,918646,EAGLE MATERIALS INC,EXP,CAPITAL GOODS,2010-06-30,25.93,2010-09-30,23.7,1.2774689645665012,1008889000.0,0.24,555783000.0,10527000.0,453106000.0,43832372.0
0001193125-10-182410,716133,CINCINNATI BELL INC,CBB,PUBLIC UTILITIES,2010-06-30,15.05,2010-09-30,13.35,1.1678767221570605,2602900000.0,0.03,3227800000.0,9600000.0,-624900000.0,201000000.0
0001193125-10-182725,35527,FIFTH THIRD BANCORP,FITB,FINANCE,2010-06-30,12.29,2010-09-30,12.03,1.831202521819829,112025000000.0,0.16,98324000000.0,192000000.0,13701000000.0,791000000.0
0001193125-10-182812,896262,AMEDISYS INC,AMED,HEALTH CARE,2010-06-30,43.98,2010-09-30,23.8,1.041739995412522,1269220000.0,,441699000.0,32202000.0,826189000.0,28106000.0
0001193125-10-183054,1378946,"PEOPLE'S UNITED FINANCIAL, INC.",PBCT,FINANCE,2010-06-30,13.5,2010-09-30,13.09,0.5481746001512408,21950300000.0,0.04,16537000000.0,16000000.0,5413300000.0,358100000.0
0001193125-10-183151,1276187,"ENERGY TRANSFER EQUITY, L.P.",ETE,PUBLIC UTILITIES,2010-06-30,8.437999999999999,2010-09-30,9.28,0.813417885396203,16361954000.0,,,19268000.0,,
0001193125-10-183448,712515,ELECTRONIC ARTS INC.,EA,TECHNOLOGY,2010-06-30,14.4,2010-09-30,16.45,1.0164980296688786,4245000000.0,0.29,1493000000.0,96000000.0,2752000000.0,328000000.0
0001193125-10-186111,1289308,ENERSYS,ENS,CONSUMER NON-DURABLES,2010-06-30,21.37,2010-09-30,24.97,1.2472404113587523,1600292000.0,0.47,820787000.0,23027000.0,775100000.0,48819481.0
0001193125-10-187014,105319,WEIGHT WATCHERS INTERNATIONAL INC,WTW,CONSUMER SERVICES,2010-06-30,25.69,2010-09-30,31.19,0.6441575046506901,1090056000.0,0.73,1783595000.0,56306000.0,-698440000.0,76751000.0
0001224608-10-000039,1224608,"CNO FINANCIAL GROUP, INC.",CNO,FINANCE,2010-06-30,4.95,2010-09-30,5.54,2.4976570325846765,31220800000.0,0.13,27038000000.0,33100000.0,4182800000.0,250994000.0
0001274494-10-000029,1274494,"FIRST SOLAR, INC.",FSLR,TECHNOLOGY,2010-06-30,113.83,2010-09-30,147.35,1.7264279499406718,3631315000.0,1.87,619069000.0,159043000.0,3012246000.0,84852000.0
0001279363-10-000059,1279363,"WELLCARE HEALTH PLANS, INC.",WCG,HEALTH CARE,2010-06-30,23.74,2010-09-30,28.96,1.276819385599073,1965801000.0,-3.05,1209917000.0,-128871000.0,755884000.0,
0001320695-10-000010,1320695,"TREEHOUSE FOODS, INC.",THS,CONSUMER NON-DURABLES,2010-06-30,45.66,2010-09-30,46.1,0.5984095296828327,2168231000.0,0.62,1265779000.0,21652000.0,902452000.0,34814000.0
0001332349-10-000028,1332349,BROOKDALE SENIOR LIVING INC.,BKD,HEALTH CARE,2010-06-30,15.0,2010-09-30,16.31,1.2716737532160642,4598044000.0,,3524567000.0,-9557000.0,1073477000.0,119721000.0
0001393311-10-000021,1393311,PUBLIC STORAGE,PSA,CONSUMER SERVICES,2010-06-30,87.91,2010-09-30,97.04,1.1713924637612312,9569513000.0,,825034000.0,125038000.0,8598390000.0,168804000.0
0001437749-10-002582,353944,INTERNATIONAL GAME TECHNOLOGY,IGT,CONSUMER SERVICES,2010-06-30,15.7,2010-09-30,14.45,1.3374290575041063,4085600000.0,0.31,2876200000.0,,1210300000.0,297000000.0
0000073887-10-000114,73887,BRISTOW GROUP INC,BRS,TRANSPORTATION,2010-09-30,36.08,2010-12-31,47.35,1.2842224670478783,2606925000.0,1.07,,38880000.0,1426445000.0,
0000732717-10-000091,732717,AT&T INC.,T,PUBLIC UTILITIES,2010-09-30,28.6,2010-12-31,29.38,0.4279144228925395,269252000000.0,2.09,,12339000000.0,,
0000899689-10-000045,899689,VORNADO REALTY TRUST,VNO,CONSUMER SERVICES,2010-09-30,62.574,2010-12-31,60.965,1.4096169333151134,20634128000.0,0.52,12729131000.0,104252000.0,6041092000.0,182462000.0
0000950123-10-094313,1057058,"WASTE CONNECTIONS, INC.",WCN,PUBLIC UTILITIES,2010-09-30,17.627,2010-12-31,18.352999999999998,0.6475777887417561,2824063000.0,0.53,1451179000.0,40986000.0,1368905000.0,77062885.0
0000950123-10-095292,48898,HUBBELL INC,HUBB,CAPITAL GOODS,2010-09-30,50.75,2010-12-31,60.13,1.2008027704132094,2609200000.0,1.19,1176300000.0,71300000.0,1428900000.0,
0000950123-10-097341,1359841,HANESBRANDS INC.,HBI,CONSUMER SERVICES,2010-09-30,6.465,2010-12-31,6.35,1.241790462147239,3755293000.0,0.64,3216766000.0,61312000.0,538527000.0,96496000.0
0000950123-10-097447,89089,SERVICE CORPORATION INTERNATIONAL,SCI,CONSUMER SERVICES,2010-09-30,8.62,2010-12-31,8.25,1.28303038841927,8950497000.0,0.08,,18765000.0,1470460000.0,246214000.0
0000950123-10-097940,935036,"ACI WORLDWIDE, INC.",ACIW,TECHNOLOGY,2010-09-30,7.462999999999999,2010-12-31,8.957,1.1915542645657655,581393000.0,0.07,354680000.0,2336000.0,226713000.0,33244000.0
0000950123-10-098121,1405495,"INTERDIGITAL, INC.",IDCC,MISCELLANEOUS,2010-09-30,29.61,2010-12-31,41.64,0.8298721929027735,913663000.0,0.8,608317000.0,35515000.0,305346000.0,44076000.0
0000950123-10-098286,311094,WESTAMERICA BANCORPORATION,WABC,FINANCE,2010-09-30,54.49,2010-12-31,55.47,1.1101713204628512,4977871000.0,0.81,4436698000.0,23709000.0,541173000.0,29127000.0
0000950123-10-099554,1163165,CONOCOPHILLIPS,COP,ENERGY,2010-09-30,43.78,2010-12-31,51.913999999999994,1.0792901818703096,155333000000.0,2.06,85416000000.0,3055000000.0,69361000000.0,1481522000.0
0000950123-10-099957,77776,PHH CORP,PHH,FINANCE,2010-09-30,21.06,2010-12-31,23.15,1.2165178086964734,9462000000.0,-0.14,8057000000.0,-8000000.0,1376000000.0,
0000950123-10-100176,1230245,PIPER JAFFRAY COMPANIES,PJC,FINANCE,2010-09-30,29.13,2010-12-31,35.01,1.8191927974672677,2060790000.0,0.36,1256108000.0,7054000.0,804682000.0,15035000.0
0000950123-10-100231,790816,BRANDYWINE REALTY TRUST,BDN,CONSUMER SERVICES,2010-09-30,12.25,2010-12-31,11.65,1.3706903848304055,4824298000.0,-0.06,2826027000.0,-6437000.0,1867913000.0,132208245.0
0000950123-10-100488,906107,EQUITY RESIDENTIAL,EQR,CONSUMER SERVICES,2010-09-30,47.57,2010-12-31,51.95,1.5475265840952048,16086829000.0,0.08900000000000001,10865433000.0,28783000.0,4748623000.0,282717000.0
0000950123-10-100687,1289848,HURON CONSULTING GROUP INC.,HURN,CONSUMER SERVICES,2010-09-30,21.99,2010-12-31,26.45,1.593849951957785,732784000.0,0.36,,7450000.0,349328000.0,20619000.0
0000950123-10-100699,1013871,"NRG ENERGY, INC.",NRG,PUBLIC UTILITIES,2010-09-30,20.82,2010-12-31,19.54,0.960471099928938,27419000000.0,0.88,18950000000.0,223000000.0,,252000000.0
0000950123-10-100826,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,CAPITAL GOODS,2010-09-30,8.98,2010-12-31,13.57,2.703771136371603,906954000.0,0.04,,1197000.0,514676000.0,30325000.0
0000950123-10-100920,7789,ASSOCIATED BANC-CORP,ASB,FINANCE,2010-09-30,13.19,2010-12-31,15.15,1.4296870352961208,22525286000.0,0.04,19324437000.0,14304000.0,3200849000.0,172989000.0
0000950123-10-100995,1296445,"ORMAT TECHNOLOGIES, INC.",ORA,PUBLIC UTILITIES,2010-09-30,29.17,2010-12-31,29.58,1.0231274846742728,1964709000.0,,1025894000.0,32459000.0,934260000.0,45431000.0
0000950123-10-101033,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",PAG,CONSUMER DURABLES,2010-09-30,13.2,2010-12-31,17.42,1.5173655551665646,3975597000.0,0.33,2952816000.0,29977000.0,1018938000.0,92081000.0
0000950123-10-101390,1171486,NATURAL RESOURCE PARTNERS LP,NRP,ENERGY,2010-09-30,267.8,2010-12-31,332.0,0.4842769485390389,1603002000.0,,,40153000.0,,
0000950123-10-101452,921112,LIBERTY PROPERTY TRUST,LPT,CONSUMER SERVICES,2010-09-30,31.9,2010-12-31,31.92,1.3562962116744686,5086039000.0,0.31,2639063000.0,,2089720000.0,113077000.0
0000950123-10-101538,906345,CAMDEN PROPERTY TRUST,CPT,CONSUMER SERVICES,2010-09-30,47.97,2010-12-31,53.98,1.4102054686005003,4606735000.0,0.02,2843844000.0,,1591807000.0,69100000.0
0000950123-10-101631,1364885,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",SPR,CAPITAL GOODS,2010-09-30,19.93,2010-12-31,20.81,1.5996207482072795,4647900000.0,0.33,,46400000.0,1760400000.0,
0000950123-10-101768,789570,MGM RESORTS INTERNATIONAL,MGM,CONSUMER SERVICES,2010-09-30,11.28,2010-12-31,14.85,2.214465939428909,19136372000.0,-0.72,,-317991000.0,2540371000.0,
0000950123-10-102689,19617,J P MORGAN CHASE & CO,JPM,FINANCE,2010-09-30,38.06,2010-12-31,42.42,1.4386428469053052,2141595000000.0,1.02,1967765000000.0,4418000000.0,173830000000.0,3954300000.0
0000950123-10-103088,74208,"UDR, INC.",UDR,CONSUMER SERVICES,2010-09-30,21.12,2010-12-31,23.52,1.4972808616892392,5477358000.0,-0.16,3684689000.0,-23766000.0,1672005000.0,165403000.0
0000950123-10-103571,8818,AVERY DENNISON CORPORATION,AVY,CONSUMER DURABLES,2010-09-30,37.12,2010-12-31,42.34,1.4458902812635517,5213200000.0,0.61,,64200000.0,1532000000.0,105800000.0
0000950123-10-103817,200406,JOHNSON & JOHNSON,JNJ,HEALTH CARE,2010-09-30,61.96,2010-12-31,61.85,0.5150284125963199,98247000000.0,1.24,40956000000.0,,,2751600000.0
0000950123-10-108829,1103601,WGL HOLDINGS INC,WGL,PUBLIC UTILITIES,2010-09-30,37.78,2010-12-31,35.77,0.9248334972351906,3643894000.0,,,,1153395000.0,
0000950123-10-109408,1002517,"NUANCE COMMUNICATIONS, INC.",NUAN,TECHNOLOGY,2010-09-30,15.64,2010-12-31,18.18,1.2913506754498063,3769699000.0,,1472503000.0,,2297196000.0,
0001014739-10-000029,1014739,"BIOSCRIP, INC.",BIOS,HEALTH CARE,2010-09-30,5.16,2010-12-31,5.23,1.2730245773750577,743881000.0,0.04,478066000.0,1965000.0,265815000.0,53425.0
0001047469-10-008981,891103,IAC/INTERACTIVECORP,IAC,CONSUMER SERVICES,2010-09-30,26.27,2010-12-31,28.7,0.6494963910679344,3612198000.0,0.17,,17509000.0,,
0001047469-10-008982,827052,EDISON INTERNATIONAL,EIX,PUBLIC UTILITIES,2010-09-30,34.39,2010-12-31,38.6,0.7204943388212599,45566000000.0,1.56,34020000000.0,510000000.0,,326000000.0
0001047469-10-009305,1324404,"CF INDUSTRIES HOLDINGS, INC.",CF,BASIC INDUSTRIES,2010-09-30,19.1,2010-12-31,27.03,0.7504322860606407,8617500000.0,0.68,,48200000.0,3863700000.0,71100000.0
0001104659-10-054520,860546,CORPORATE OFFICE PROPERTIES TRUST,OFC,CONSUMER SERVICES,2010-09-30,37.31,2010-12-31,34.95,1.2217650174775094,3737372000.0,0.08,2647644000.0,8832000.0,1001482000.0,
0001104659-10-054995,1075415,SENIOR HOUSING PROPERTIES TRUST,SNH,CONSUMER SERVICES,2010-09-30,23.5,2010-12-31,21.94,1.0670575680563943,2999712000.0,0.22,1146940000.0,,,127423000.0
0001104659-10-055128,765880,"HCP, INC.",HCP,CONSUMER SERVICES,2010-09-30,32.769,2010-12-31,33.506,1.215214229694698,12245299000.0,0.05,5991515000.0,22655000.0,6064881000.0,309448.0
0001104659-10-055541,1168054,CIMAREX ENERGY CO,XEC,ENERGY,2010-09-30,66.18,2010-12-31,88.53,1.541144537979833,4149694000.0,,,,,
0001104659-10-055619,1289419,"MORNINGSTAR, INC.",MORN,FINANCE,2010-09-30,44.56,2010-12-31,53.08,0.8977022464189294,1026197000.0,0.42,270771000.0,20787000.0,754426000.0,49401000.0
0001104659-10-055895,1055160,"MFA FINANCIAL, INC.",MFA,CONSUMER SERVICES,2010-09-30,7.63,2010-12-31,8.16,0.5824567310248718,8478004000.0,0.27,6187046000.0,,,
0001104659-10-056473,1800,ABBOTT LABORATORIES,ABT,HEALTH CARE,2010-09-30,25.065,2010-12-31,22.987,0.4751063288571017,57373620000.0,0.58,,,21403932000.0,1545413000.0
0001104659-10-056765,945394,HOSPITALITY PROPERTIES TRUST,HPT,CONSUMER SERVICES,2010-09-30,22.33,2010-12-31,23.04,1.1760940620814349,5329970000.0,0.35,2314249000.0,,,123399000.0
0001104659-10-057335,750004,SCIENTIFIC GAMES CORP,SGMS,TECHNOLOGY,2010-09-30,9.69,2010-12-31,9.96,1.934014376325762,2387392000.0,0.09,1769027000.0,8704000.0,,
0001140361-10-042468,825313,ALLIANCEBERNSTEIN HOLDING L.P.,AB,FINANCE,2010-09-30,26.41,2010-12-31,23.33,1.1400954125723763,1743382000.0,,73000.0,12215000.0,,
0001140361-10-043888,36047,"CORELOGIC, INC.",CLGX,TECHNOLOGY,2010-09-30,19.16,2010-12-31,18.52,1.1351781461917856,3388744000.0,-0.8,1908721000.0,-93415000.0,1480281000.0,116991000.0
0001144204-10-057962,857737,"ICONIX BRAND GROUP, INC.",ICON,CONSUMER NON-DURABLES,2010-09-30,17.5,2010-12-31,19.31,1.5284824051320371,1927964000.0,0.38,822623000.0,27409000.0,1004654000.0,72326000.0
0001157523-10-006648,1043219,ANNALY CAPITAL MANAGEMENT INC,NLY,CONSUMER SERVICES,2010-09-30,17.6,2010-12-31,17.92,0.30108052592900075,82584763000.0,-0.03,72941486000.0,-14060000.0,9587386000.0,611904518.0
0001158449-10-000101,1158449,ADVANCE AUTO PARTS INC,AAP,CONSUMER SERVICES,2010-09-30,58.68,2010-12-31,66.15,0.7476153069460533,3394325000.0,1.04,,87598000.0,1142038000.0,83695.0
0001188112-10-003069,1283630,AMERICAN CAMPUS COMMUNITIES INC,ACC,CONSUMER SERVICES,2010-09-30,30.44,2010-12-31,31.76,1.1078827300302907,2660552000.0,0.06,1400764000.0,3905000.0,1219221000.0,59165472.0
0001193125-10-232644,1053532,LASALLE HOTEL PROPERTIES,LHO,CONSUMER SERVICES,2010-09-30,23.39,2010-12-31,26.4,1.6043473556507692,2331632000.0,0.14,863451000.0,16786000.0,1465546000.0,71246259.0
0001193125-10-233734,100517,"UNITED CONTINENTAL HOLDINGS, INC.",UAL,TRANSPORTATION,2010-09-30,23.66,2010-12-31,23.82,1.5947112017780476,20055000000.0,2.3,,387000000.0,-2206000000.0,
0001193125-10-236408,54480,KANSAS CITY SOUTHERN,KSU,TRANSPORTATION,2010-09-30,37.41,2010-12-31,47.86,1.650606634506688,5629100000.0,0.49,2957600000.0,52900000.0,2389900000.0,102082000.0
0001193125-10-236666,896262,AMEDISYS INC,AMED,HEALTH CARE,2010-09-30,23.8,2010-12-31,33.5,0.2248526030207538,1263922000.0,0.77,415701000.0,21634000.0,846715000.0,28096000.0
0001193125-10-238462,1357615,"KBR, INC.",KBR,BASIC INDUSTRIES,2010-09-30,24.64,2010-12-31,30.47,1.1509091286909396,5466000000.0,0.62,3118000000.0,97000000.0,2331000000.0,155000000.0
